flat,school,school_dist,num_school_2km
465 PASIR RIS ST 41,Casuarina Primary School,0.15696036558701706,5
119 SIMEI ST 1,Changkat Primary School,0.39378177282673,9
327 TAH CHING RD,Lakeside Primary School,0.5662308236190754,6
686C WOODLANDS DR 73,Greenwood Primary School,0.33582573214796346,10
106A PUNGGOL FIELD,Mee Toh School,0.1953121243674929,14
626 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.615213162789282,8
124 HOUGANG AVE 1,Xinghua Primary School,0.6897275861531181,4
44 STIRLING RD,New Town Primary School,0.37377469925923695,4
590B MONTREAL LINK,Wellington Primary School,0.5663544596074597,9
108 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.23100016549667324,6
458 TAMPINES ST 42,Gongshang Primary School,0.6357567055518658,12
286D TOH GUAN RD,Yuhua Primary School,0.5420805144829167,7
834 JURONG WEST ST 81,West Grove Primary School,0.5751285436395477,8
305 JURONG EAST ST 32,Jurong Primary School,0.4388236354785277,6
252 JURONG EAST ST 24,Yuhua Primary School,0.30575720999283335,6
213A PUNGGOL WALK,Punggol Green Primary School,0.1827278323637752,18
230J TAMPINES ST 21,Gongshang Primary School,0.155000003301364,11
239 YISHUN RING RD,Xishan Primary School,0.15584968919633993,10
2 BEDOK STH AVE 1,Bedok Green Primary School,0.5775515971704388,7
827 JURONG WEST ST 81,Pioneer Primary School,0.39063301228753833,8
320D ANCHORVALE DR,Nan Chiau Primary School,0.1579996631722442,19
7 HAIG RD,Haig Girls' School,0.6777888092768437,8
45 KIM CHENG ST,Zhangde Primary School,0.6080950389104341,8
101 LENGKONG TIGA,Telok Kurau Primary School,0.6382668107811995,7
111 LENGKONG TIGA,Telok Kurau Primary School,0.7579736758905484,7
77 TELOK BLANGAH DR,Blangah Rise Primary School,0.24148686227672336,5
827 WOODLANDS ST 81,Qihua Primary School,0.26467650151248134,12
523 HOUGANG AVE 6,Montfort Junior School,0.11560180276751154,14
235 PASIR RIS ST 21,Pasir Ris Primary School,0.14412468552587435,4
306 CANBERRA RD,Sembawang Primary School,0.17084944898458077,8
200A SENGKANG EAST RD,Palm View Primary School,0.3599136024912628,18
936 JURONG WEST ST 91,Xingnan Primary School,0.15920314238324726,7
283 CHOA CHU KANG AVE 3,Chua Chu Kang Primary School,0.24470929877241182,7
268A BOON LAY DR,Corporation Primary School,0.38763330274911106,10
769 PASIR RIS ST 71,Meridian Primary School,0.09560455073741664,4
138 LOR AH SOO,Xinghua Primary School,0.9695401766227184,6
16 REDHILL CL,Gan Eng Seng Primary School,0.21608652858591376,8
484C CHOA CHU KANG AVE 5,Concord Primary School,0.5499157830637895,3
488 ADMIRALTY LINK,Endeavour Primary School,0.14731065933380055,6
1 BEACH RD,Stamford Primary School,1.069973444886571,2
850 WOODLANDS ST 82,Qihua Primary School,0.43361362445243334,11
648 WOODLANDS RING RD,Greenwood Primary School,0.404026930144992,10
355 YISHUN RING RD,Huamin Primary School,0.18978533084150023,11
509B WELLINGTON CIRCLE,Wellington Primary School,0.19370024459758983,5
620 WOODLANDS DR 52,Woodlands Ring Primary School,0.1868980779836393,10
20 EUNOS CRES,Eunos Primary School,0.12938936680334256,5
261A PUNGGOL WAY,Valour Primary School,0.23558851626885735,13
193 LOR 4 TOA PAYOH,Kheng Cheng School,0.7539823890532629,8
188 BOON LAY DR,Boon Lay Garden Primary School,0.24460055171707876,10
507 BEDOK NTH AVE 3,Yu Neng Primary School,0.1198781180971393,8
288C BT BATOK ST 25,Keming Primary School,0.3997681934951373,5
26 BENDEMEER RD,Bendemeer Primary School,0.5090757327448235,4
275 YISHUN ST 22,Chongfu School,0.0885555375965018,9
847 TAMPINES ST 83,Poi Ching School,0.6174218103686983,8
20 BEDOK STH RD,Bedok Green Primary School,0.6330953828403745,7
168A QUEENSWAY,Queenstown Primary School,0.894533555536426,4
175 YISHUN AVE 7,Ahmad Ibrahim Primary School,0.43663598846770835,9
35 TANGLIN HALT RD,New Town Primary School,0.36142173439042535,3
1 GHIM MOH RD,Henry Park Primary School,0.5173214208981215,2
71 LOR 4 TOA PAYOH,Pei Chun Public School,0.5009568327727647,10
361 YUNG AN RD,Lakeside Primary School,0.379909278662892,5
348 KANG CHING RD,Lakeside Primary School,0.31333560892842854,7
248 BT BATOK EAST AVE 5,Lianhua Primary School,0.5065671996159542,7
178 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.30306536360042974,12
129 GEYLANG EAST AVE 2,Geylang Methodist School (Primary),0.4862164396897678,8
945 JURONG WEST ST 91,Xingnan Primary School,0.3181898350806617,7
649 WOODLANDS RING RD,Admiralty Primary School,0.424580510697246,10
147 SERANGOON NTH AVE 1,Rosyth School,0.5297312674190174,8
402 SERANGOON AVE 1,Yangzheng Primary School,0.5665441454422481,7
405 HOUGANG AVE 10,CHIJ Our Lady of the Nativity,0.16496361847315016,13
559 ANG MO KIO AVE 10,Jing Shan Primary School,0.6800012102986642,8
613 CHOA CHU KANG ST 62,Unity Primary School,0.37583428059733837,4
468B FERNVALE LINK,Sengkang Green Primary School,0.6009814718701444,5
115 PENDING RD,Zhenghua Primary School,0.197743246738075,8
413 SEMBAWANG DR,Canberra Primary School,0.21950539760542293,7
408 ANG MO KIO AVE 10,Townsville Primary School,0.19623699951877915,10
644 HOUGANG AVE 8,Xinmin Primary School,0.19788557247550664,12
246 SIMEI ST 5,Angsana Primary School,0.4772646045060666,9
642 PASIR RIS DR 10,Park View Primary School,0.1442153174405781,3
476 PASIR RIS DR 6,Casuarina Primary School,0.2914461857354727,5
61 CHAI CHEE RD,Opera Estate Primary School,0.6599788332892853,8
596D ANG MO KIO ST 52,Jing Shan Primary School,0.08691436866264841,8
304 CLEMENTI AVE 4,Nan Hua Primary School,0.4167593734287887,5
858 JURONG WEST ST 81,Pioneer Primary School,0.1563387187308184,9
476B CHOA CHU KANG AVE 5,Concord Primary School,0.39677891308040497,4
327 HOUGANG AVE 5,Holy Innocents' Primary School,0.3095406862080675,11
495 JURONG WEST ST 41,Shuqun Primary School,0.3904705835411942,8
116 CLEMENTI ST 13,Pei Tong Primary School,1.0048953200599342,6
336B ANCHORVALE CRES,Springdale Primary School,0.29945593043548124,14
345 KANG CHING RD,Lakeside Primary School,0.43742969013641114,7
550A SEGAR RD,West Spring Primary School,0.14165980630998515,8
152 ANG MO KIO AVE 5,Mayflower Primary School,0.33608537902150154,8
315 WOODLANDS ST 31,Fuchun Primary School,0.2751981732162724,7
109 BEDOK RESERVOIR RD,Telok Kurau Primary School,0.21454005251784034,6
414 PASIR RIS DR 6,Casuarina Primary School,0.13257896443146377,7
505 TAMPINES CTRL 1,Gongshang Primary School,0.41342732701561064,10
765 BEDOK RESERVOIR VIEW,Red Swastika School,0.3267102018612895,9
486B TAMPINES AVE 9,White Sands Primary School,0.8382276781217397,10
202 CLEMENTI AVE 6,Nan Hua Primary School,0.17386992399038737,5
314 SEMBAWANG DR,Sembawang Primary School,0.14992559152564272,9
106 TAMPINES ST 11,Angsana Primary School,0.4592970861604143,10
309 BT BATOK ST 31,Dazhong Primary School,0.10939477888707631,6
622 BT BATOK CTRL,Lianhua Primary School,0.7409084616104391,7
219C BEDOK CTRL,Bedok Green Primary School,0.4797569651719472,8
97 LOR 3 TOA PAYOH,Kheng Cheng School,0.13467179751927197,9
48 TELOK BLANGAH DR,Blangah Rise Primary School,0.46954343760598843,5
828A JURONG WEST ST 81,Pioneer Primary School,0.43541741797384576,8
507 ANG MO KIO AVE 8,Jing Shan Primary School,0.3356613588989309,8
213A COMPASSVALE LANE,Seng Kang Primary School,0.38718308544423735,18
164 TAMPINES ST 12,Tampines Primary School,0.2865918773706482,10
357 YUNG AN RD,Lakeside Primary School,0.38178693351028653,6
204 TAMPINES ST 21,Yumin Primary School,0.13498300773069663,11
282 TOH GUAN RD,Yuhua Primary School,0.7862011446360695,7
221 LOR 8 TOA PAYOH,First Toa Payoh Primary School,0.2734346756058774,12
929 TAMPINES ST 91,Junyuan Primary School,0.16588284344218407,12
836 TAMPINES ST 82,Junyuan Primary School,0.5766773465121358,10
668A JURONG WEST ST 64,Jurong West Primary School,0.5277819091641414,11
309 SHUNFU RD,Catholic High School (Primary),0.831499256621721,7
401 HOUGANG AVE 10,CHIJ Our Lady of the Nativity,0.1986239301293528,12
69 REDHILL CL,Gan Eng Seng Primary School,0.17335231922529135,8
183 BEDOK NTH RD,Tanjong Katong Primary School,0.3813371731675584,7
484A CHOA CHU KANG AVE 5,Concord Primary School,0.4188910151129184,3
513 ANG MO KIO AVE 8,Jing Shan Primary School,0.2036033106936549,8
34 MARSILING DR,Marsiling Primary School,1.0741810090902824,4
23 TOA PAYOH EAST,Pei Chun Public School,0.3576085789303089,9
227B COMPASSVALE DR,Seng Kang Primary School,0.2610807823737154,19
75 MARINE DR,Tao Nan School,0.4413655677858287,4
35 TELOK BLANGAH RISE,Radin Mas Primary School,0.31368020571460786,7
194 PASIR RIS ST 12,White Sands Primary School,0.1512664497933386,9
63 JLN MA'MOR,Hong Wen School,0.7602127753014916,7
203 SERANGOON CTRL,Yangzheng Primary School,0.6464206551306271,7
412 PANDAN GDNS,Qifa Primary School,1.3481173204382093,3
190 BISHAN ST 13,Kuo Chuan Presbyterian Primary School,0.28939092404064676,12
224 PASIR RIS ST 21,Pasir Ris Primary School,0.2743848786436969,6
732 JURONG WEST ST 73,West Grove Primary School,0.14380768555439302,9
515D TAMPINES CTRL 7,Poi Ching School,0.4532766620435715,8
898A WOODLANDS DR 50,Woodlands Primary School,0.3570485594286666,11
266D PUNGGOL WAY,Valour Primary School,0.23471040103273402,15
137 BT BATOK WEST AVE 6,Princess Elizabeth Primary School,0.4629929234745037,8
143 LOR 2 TOA PAYOH,CHIJ Primary (Toa Payoh),0.41008558129697487,8
448 PASIR RIS DR 6,Casuarina Primary School,0.2601742197791757,7
590C MONTREAL LINK,Wellington Primary School,0.5368535539480029,9
427 BEDOK NTH RD,Fengshan Primary School,0.48115723182863507,8
107 LOR 1 TOA PAYOH,Kheng Cheng School,0.4247598822934394,9
490A CHOA CHU KANG AVE 5,Chua Chu Kang Primary School,0.2856280164978892,5
764 WOODLANDS CIRCLE,Evergreen Primary School,0.2800469355149068,10
744 PASIR RIS ST 71,Meridian Primary School,0.16586459006951498,3
271 TOH GUAN RD,Yuhua Primary School,0.6146583569170347,8
110 SIMEI ST 1,Changkat Primary School,0.3579618083328919,9
461 CLEMENTI AVE 3,Pei Tong Primary School,0.5734332419573013,4
450A TAMPINES ST 42,Gongshang Primary School,0.39246972536471236,13
274A JURONG WEST AVE 3,Corporation Primary School,0.45062726531939457,8
407 BEDOK NTH AVE 3,Fengshan Primary School,0.28704106350005926,8
26 MARSILING DR,Marsiling Primary School,0.8354114957663972,4
111 WOODLANDS ST 13,Si Ling Primary School,0.7124250266474431,9
682C WOODLANDS DR 73,Greenwood Primary School,0.08208716382592447,11
275C COMPASSVALE LINK,North Vista Primary School,0.2142502394309016,17
54 HAVELOCK RD,Alexandra Primary School,0.6287743157903939,8
287 CHOA CHU KANG AVE 2,Chua Chu Kang Primary School,0.1353968207919294,6
429 WOODLANDS ST 41,Fuchun Primary School,0.7322470605364307,4
233 BISHAN ST 22,Catholic High School (Primary),0.486781350314734,11
53 GEYLANG BAHRU,Bendemeer Primary School,0.3902713470704642,5
217 MARSILING CRES,Marsiling Primary School,1.3696358990330575,3
213 PETIR RD,Bukit Panjang Primary School,0.6920975285582792,7
7 LOR LEW LIAN,Maris Stella High School,0.78052195657872,7
121 SERANGOON NTH AVE 1,Rosyth School,0.762350058290058,7
830 WOODLANDS ST 83,Woodlands Primary School,0.301503849020649,12
946 JURONG WEST ST 91,Xingnan Primary School,0.346740458733211,7
1 UPP ALJUNIED LANE,Cedar Primary School,0.3963632728469968,6
321 SERANGOON AVE 2,Yangzheng Primary School,0.255607145537363,10
831 WOODLANDS ST 83,Woodlands Primary School,0.2908318229354791,11
860 YISHUN AVE 4,Naval Base Primary School,0.2071715387383726,10
428 TAMPINES ST 41,Tampines North Primary School,0.17755719152629987,12
104 HOUGANG AVE 1,Xinghua Primary School,0.35536596530309944,3
891A TAMPINES AVE 8,Junyuan Primary School,0.9706064140905337,6
921 HOUGANG ST 91,Yio Chu Kang Primary School,0.22688492218523595,14
82 C'WEALTH CL,New Town Primary School,0.490073341585618,4
138 SIMEI ST 1,Angsana Primary School,0.6007002231008423,9
313 WOODLANDS ST 31,Fuchun Primary School,0.22361908967839453,7
308A ANCHORVALE RD,Anchor Green Primary School,0.17118958415134083,16
605 SENJA RD,West View Primary School,0.3540057669297685,9
205B COMPASSVALE LANE,North Vista Primary School,0.3110817224011233,17
213 TAMPINES ST 23,Yumin Primary School,0.5142202787456152,10
403C FERNVALE LANE,Fernvale Primary School,0.22482762782797536,7
22 TEBAN GDNS RD,Fuhua Primary School,1.5449070572340684,1
550 HOUGANG ST 51,Punggol Primary School,0.4677257641834708,17
404 SIN MING AVE,Ai Tong School,0.2509444844449118,7
665B PUNGGOL DR,Horizon Primary School,0.25424664811633063,13
132 CASHEW RD,Bukit Panjang Primary School,0.1764634490873953,7
318 SERANGOON AVE 2,Yangzheng Primary School,0.4480382166434922,9
7 LOR 7 TOA PAYOH,Pei Chun Public School,0.2188130454745024,11
543 SERANGOON NTH AVE 3,Rosyth School,0.41521406938346633,8
74 TELOK BLANGAH HTS,Blangah Rise Primary School,0.08634459799092271,5
134 BISHAN ST 12,Guangyang Primary School,0.3187970607164092,12
228 JURONG EAST ST 21,Yuhua Primary School,0.5100985045649037,7
414 CHOA CHU KANG AVE 4,Chua Chu Kang Primary School,0.4910088083688874,7
475 JURONG WEST ST 41,Shuqun Primary School,0.39710164937157644,9
526 JURONG WEST ST 52,Rulang Primary School,0.23668172809600677,7
521 HOUGANG AVE 6,Montfort Junior School,0.1542734947565962,14
528 WOODLANDS DR 14,Woodgrove Primary School,0.2972263743477976,10
506 ANG MO KIO AVE 8,Jing Shan Primary School,0.4233839667240697,8
887B WOODLANDS DR 50,Woodlands Primary School,0.2914238583557076,11
212B PUNGGOL WALK,Punggol Green Primary School,0.17393685303626275,17
272 YISHUN ST 22,Chongfu School,0.07529575403438292,9
454 CLEMENTI AVE 3,Pei Tong Primary School,0.44744785507282187,4
145 YISHUN ST 11,Ahmad Ibrahim Primary School,0.3358641003641436,12
708 JURONG WEST ST 71,West Grove Primary School,0.5947387501454359,8
147 MEI LING ST,Queenstown Primary School,0.3786841872515066,3
325C SENGKANG EAST WAY,Nan Chiau Primary School,0.13726913998824603,18
317 SERANGOON AVE 2,Yangzheng Primary School,0.46747811586063925,9
230 TAMPINES ST 24,Gongshang Primary School,0.4587770202022755,12
443A FERNVALE RD,Fernvale Primary School,0.13507779483846707,8
125 PENDING RD,Zhenghua Primary School,0.323294979190808,8
111 JURONG EAST ST 13,Fuhua Primary School,0.28782790355066057,6
318C ANCHORVALE LINK,Springdale Primary School,0.20547600297334465,17
842E TAMPINES ST 82,Junyuan Primary School,0.42830056105941106,9
761 PASIR RIS ST 71,Meridian Primary School,0.14272992382320956,4
363 BT BATOK ST 31,Dazhong Primary School,0.25928522877096,5
510 HOUGANG AVE 10,Montfort Junior School,0.20352965240713494,12
302 CANBERRA RD,Sembawang Primary School,0.2282695828928767,9
108 GANGSA RD,Zhenghua Primary School,0.32597467943873254,8
608 WOODLANDS RING RD,Woodlands Ring Primary School,0.2193386003411315,10
270A PUNGGOL FIELD,Punggol Green Primary School,0.2521529375628548,15
738 YISHUN ST 72,Jiemin Primary School,0.2921766848252055,11
180C BOON LAY DR,Corporation Primary School,0.36141545905663397,10
801 YISHUN RING RD,Peiying Primary School,0.23350787202916268,9
530C PASIR RIS DR 1,Elias Park Primary School,0.6496659422100921,8
181 JELEBU RD,West View Primary School,0.5659906843194451,9
456 CLEMENTI AVE 3,Pei Tong Primary School,0.4712329726948451,5
273D PUNGGOL PL,Punggol Green Primary School,0.291793673427428,16
459 CHOA CHU KANG AVE 4,Concord Primary School,0.27099449721759356,3
515 WOODLANDS DR 14,Woodgrove Primary School,0.18018994123917043,12
44 LENGKOK BAHRU,Gan Eng Seng Primary School,0.40360559497199,9
228 BISHAN ST 23,Catholic High School (Primary),0.4890159430898555,10
16 JOO SENG RD,Cedar Primary School,0.5481160538692509,5
261 BOON LAY DR,Boon Lay Garden Primary School,0.641110340514889,10
269 TAMPINES ST 21,Yumin Primary School,0.3097900017937857,10
962 HOUGANG AVE 9,Hougang Primary School,0.310777680774008,11
321 SEMBAWANG CL,Sembawang Primary School,0.3006261988537317,7
363 YUNG AN RD,Lakeside Primary School,0.309050297973051,6
22 HAIG RD,Kong Hwa School,0.8353871823279094,7
350B CANBERRA RD,Wellington Primary School,0.2689164929930013,5
491 JURONG WEST AVE 1,Shuqun Primary School,0.5745399616299797,8
489A TAMPINES ST 45,White Sands Primary School,0.6417754033214819,10
230F TAMPINES ST 24,Gongshang Primary School,0.24179819203727768,12
8 EMPRESS RD,Nanyang Primary School,0.5341668524257048,4
840 TAMPINES ST 82,Junyuan Primary School,0.574754398878451,10
674B JURONG WEST ST 65,Westwood Primary School,0.2811763174676678,11
156 PASIR RIS ST 13,White Sands Primary School,0.28455732281486407,8
70 C'WEALTH DR,New Town Primary School,0.7134036241735712,5
461 CRAWFORD LANE,Stamford Primary School,0.40278281731339977,4
312 CLEMENTI AVE 4,Nan Hua Primary School,0.2969758562792486,4
163 BEDOK STH RD,Temasek Primary School,0.24540790331341772,3
661 JLN DAMAI,Telok Kurau Primary School,0.5452314281512691,5
350A CANBERRA RD,Wellington Primary School,0.24363633405031054,5
269 BISHAN ST 24,Catholic High School (Primary),0.3237987891109507,10
879 YISHUN ST 81,Naval Base Primary School,0.37067443316548193,5
689A WOODLANDS DR 75,Greenwood Primary School,0.5983992819335703,11
299 PUNGGOL CTRL,Punggol View Primary School,0.2906289448037511,16
162 SIMEI RD,East Spring Primary School,0.8356978832540826,7
34 TEBAN GDNS RD,Qifa Primary School,1.8799860687700012,2
249 BANGKIT RD,Beacon Primary School,0.3592268831239288,7
328 JURONG EAST ST 31,Jurong Primary School,0.3470402201929929,7
430B YISHUN AVE 11,North View Primary School,0.7696739746947316,5
121 PAYA LEBAR WAY,Geylang Methodist School (Primary),0.49263095425428854,5
745 WOODLANDS CIRCLE,Evergreen Primary School,0.24985468613662976,10
246 COMPASSVALE RD,Compassvale Primary School,0.2556871843307068,18
130 YISHUN ST 11,Ahmad Ibrahim Primary School,0.1781718682392154,11
4 CHANGI VILLAGE RD,Pasir Ris Primary School,3.3025066668637644,0
3 HAIG RD,Haig Girls' School,0.5872189941992496,8
140 POTONG PASIR AVE 3,Cedar Primary School,0.9853804757913353,9
131 JLN BT MERAH,Zhangde Primary School,0.5272666364053149,8
638 YISHUN ST 61,Northland Primary School,0.27340269914013166,10
304 TAMPINES ST 32,Chongzheng Primary School,0.6046634422420175,10
271 YISHUN ST 22,Chongfu School,0.16316223963676715,9
316 JURONG EAST ST 32,Jurong Primary School,0.32797774501428817,7
203 BT BATOK ST 21,Bukit View Primary School,0.53424927319863,8
262 BISHAN ST 22,Catholic High School (Primary),0.565392761251424,11
566 CHOA CHU KANG ST 52,Kranji Primary School,0.19921767653196104,8
986B JURONG WEST ST 93,Jurong West Primary School,0.4390547364859846,7
549 JURONG WEST ST 42,Rulang Primary School,0.7464987230312625,7
333C YISHUN ST 31,North View Primary School,0.5222577926938062,10
215 ANG MO KIO AVE 1,Ang Mo Kio Primary School,0.4188239011066507,9
682A JURONG WEST CTRL 1,Westwood Primary School,0.6448195988118324,11
682D WOODLANDS DR 73,Greenwood Primary School,0.09462450091820222,11
27 JLN BAHAGIA,Hong Wen School,0.5016662294887868,6
715 WOODLANDS DR 70,Admiralty Primary School,0.11069940411644717,10
892A TAMPINES AVE 8,Junyuan Primary School,1.1119074866289818,6
279 YISHUN ST 22,Chongfu School,0.187932483372764,10
